point_id,lat,long,idp_issueddate_iso,idp_validtime_iso,value,name,requested_on
Los Angeles,33.948,-118.2567,2023-11-11T04:00:00-08:00,2023-11-13T08:00:00-08:00,30,ds_apm25h01_bc_B52,2023-11-11T20:05:16.065896100-08:00
48 miles E of Fresno,36.7,-119.04,2023-11-11T04:00:00-08:00,2023-11-13T08:00:00-08:00,85,ds_apm25h01_bc_B52,2023-11-11T20:05:24.955349600-08:00
Yosemite,37.7959,-119.6494,2023-11-11T04:00:00-08:00,2023-11-13T09:00:00-08:00,2,ds_apm25h01_bc_B53,2023-11-11T20:05:41.685120-08:00
Los Angeles,33.948,-118.2567,2023-11-11T04:00:00-08:00,2023-11-13T09:00:00-08:00,32,ds_apm25h01_bc_B53,2023-11-11T20:05:16.065896100-08:00
48 miles E of Fresno,36.7,-119.04,2023-11-11T04:00:00-08:00,2023-11-13T09:00:00-08:00,81,ds_apm25h01_bc_B53,2023-11-11T20:05:24.955349600-08:00
Yosemite,37.7959,-119.6494,2023-11-11T04:00:00-08:00,2023-11-13T10:00:00-08:00,2,ds_apm25h01_bc_B54,2023-11-11T20:05:41.685120-08:00
Los Angeles,33.948,-118.2567,2023-11-11T04:00:00-08:00,2023-11-13T10:00:00-08:00,27,ds_apm25h01_bc_B54,2023-11-11T20:05:16.065896100-08:00
48 miles E of Fresno,36.7,-119.04,2023-11-11T04:00:00-08:00,2023-11-13T10:00:00-08:00,43,ds_apm25h01_bc_B54,2023-11-11T20:05:24.955349600-08:00
Yosemite,37.7959,-119.6494,2023-11-11T04:00:00-08:00,2023-11-13T11:00:00-08:00,3,ds_apm25h01_bc_B55,2023-11-11T20:05:41.685120-08:00
Los Angeles,33.948,-118.2567,2023-11-11T04:00:00-08:00,2023-11-13T11:00:00-08:00,19,ds_apm25h01_bc_B55,2023-11-11T20:05:16.065896100-08:00
48 miles E of Fresno,36.7,-119.04,2023-11-11T04:00:00-08:00,2023-11-13T11:00:00-08:00,14,ds_apm25h01_bc_B55,2023-11-11T20:05:24.955349600-08:00
Yosemite,37.7959,-119.6494,2023-11-11T04:00:00-08:00,2023-11-13T12:00:00-08:00,0,ds_apm25h01_bc_B56,2023-11-11T20:05:41.685120-08:00
Los Angeles,33.948,-118.2567,2023-11-11T04:00:00-08:00,2023-11-13T12:00:00-08:00,15,ds_apm25h01_bc_B56,2023-11-11T20:05:16.065896100-08:00
48 miles E of Fresno,36.7,-119.04,2023-11-11T04:00:00-08:00,2023-11-13T12:00:00-08:00,10,ds_apm25h01_bc_B56,2023-11-11T20:05:24.955349600-08:00
Yosemite,37.7959,-119.6494,2023-11-11T04:00:00-08:00,2023-11-13T13:00:00-08:00,1,ds_apm25h01_bc_B57,2023-11-11T20:05:41.685120-08:00
Los Angeles,33.948,-118.2567,2023-11-11T04:00:00-08:00,2023-11-13T13:00:00-08:00,17,ds_apm25h01_bc_B57,2023-11-11T20:05:16.065896100-08:00
48 miles E of Fresno,36.7,-119.04,2023-11-11T04:00:00-08:00,2023-11-13T13:00:00-08:00,0,ds_apm25h01_bc_B57,2023-11-11T20:05:24.955349600-08:00
Yosemite,37.7959,-119.6494,2023-11-11T04:00:00-08:00,2023-11-13T14:00:00-08:00,8,ds_apm25h01_bc_B58,2023-11-11T20:05:41.685120-08:00
Los Angeles,33.948,-118.2567,2023-11-11T04:00:00-08:00,2023-11-13T14:00:00-08:00,13,ds_apm25h01_bc_B58,2023-11-11T20:05:16.065896100-08:00
48 miles E of Fresno,36.7,-119.04,2023-11-11T04:00:00-08:00,2023-11-13T14:00:00-08:00,3,ds_apm25h01_bc_B58,2023-11-11T20:05:24.955349600-08:00
Yosemite,37.7959,-119.6494,2023-11-11T04:00:00-08:00,2023-11-13T15:00:00-08:00,9,ds_apm25h01_bc_B59,2023-11-11T20:05:41.685120-08:00
Los Angeles,33.948,-118.2567,2023-11-11T04:00:00-08:00,2023-11-13T15:00:00-08:00,10,ds_apm25h01_bc_B59,2023-11-11T20:05:16.065896100-08:00
48 miles E of Fresno,36.7,-119.04,2023-11-11T04:00:00-08:00,2023-11-13T15:00:00-08:00,5,ds_apm25h01_bc_B59,2023-11-11T20:05:24.955349600-08:00
Yosemite,37.7959,-119.6494,2023-11-11T04:00:00-08:00,2023-11-13T16:00:00-08:00,11,ds_apm25h01_bc_B60,2023-11-11T20:05:41.685120-08:00
Los Angeles,33.948,-118.2567,2023-11-11T04:00:00-08:00,2023-11-13T16:00:00-08:00,10,ds_apm25h01_bc_B60,2023-11-11T20:05:16.065896100-08:00
48 miles E of Fresno,36.7,-119.04,2023-11-11T04:00:00-08:00,2023-11-13T16:00:00-08:00,5,ds_apm25h01_bc_B60,2023-11-11T20:05:24.955349600-08:00
Yosemite,37.7959,-119.6494,2023-11-11T04:00:00-08:00,2023-11-13T17:00:00-08:00,6,ds_apm25h01_bc_B61,2023-11-11T20:05:41.685120-08:00
Los Angeles,33.948,-118.2567,2023-11-11T04:00:00-08:00,2023-11-13T17:00:00-08:00,17,ds_apm25h01_bc_B61,2023-11-11T20:05:16.065896100-08:00
48 miles E of Fresno,36.7,-119.04,2023-11-11T04:00:00-08:00,2023-11-13T17:00:00-08:00,3,ds_apm25h01_bc_B61,2023-11-11T20:05:24.955349600-08:00
Yosemite,37.7959,-119.6494,2023-11-11T04:00:00-08:00,2023-11-13T18:00:00-08:00,10,ds_apm25h01_bc_B62,2023-11-11T20:05:41.685120-08:00
Los Angeles,33.948,-118.2567,2023-11-11T04:00:00-08:00,2023-11-13T18:00:00-08:00,16,ds_apm25h01_bc_B62,2023-11-11T20:05:16.065896100-08:00
48 miles E of Fresno,36.7,-119.04,2023-11-11T04:00:00-08:00,2023-11-13T18:00:00-08:00,4,ds_apm25h01_bc_B62,2023-11-11T20:05:24.955349600-08:00
Yosemite,37.7959,-119.6494,2023-11-11T04:00:00-08:00,2023-11-13T19:00:00-08:00,9,ds_apm25h01_bc_B63,2023-11-11T20:05:41.685120-08:00
Los Angeles,33.948,-118.2567,2023-11-11T04:00:00-08:00,2023-11-13T19:00:00-08:00,17,ds_apm25h01_bc_B63,2023-11-11T20:05:16.065896100-08:00
48 miles E of Fresno,36.7,-119.04,2023-11-11T04:00:00-08:00,2023-11-13T19:00:00-08:00,13,ds_apm25h01_bc_B63,2023-11-11T20:05:24.955349600-08:00
Yosemite,37.7959,-119.6494,2023-11-11T04:00:00-08:00,2023-11-13T20:00:00-08:00,11,ds_apm25h01_bc_B64,2023-11-11T20:05:41.685120-08:00
Los Angeles,33.948,-118.2567,2023-11-11T04:00:00-08:00,2023-11-13T20:00:00-08:00,17,ds_apm25h01_bc_B64,2023-11-11T20:05:16.065896100-08:00
48 miles E of Fresno,36.7,-119.04,2023-11-11T04:00:00-08:00,2023-11-13T20:00:00-08:00,20,ds_apm25h01_bc_B64,2023-11-11T20:05:24.955349600-08:00
Yosemite,37.7959,-119.6494,2023-11-11T04:00:00-08:00,2023-11-13T21:00:00-08:00,13,ds_apm25h01_bc_B65,2023-11-11T20:05:41.685120-08:00
Los Angeles,33.948,-118.2567,2023-11-11T04:00:00-08:00,2023-11-13T21:00:00-08:00,15,ds_apm25h01_bc_B65,2023-11-11T20:05:16.065896100-08:00
48 miles E of Fresno,36.7,-119.04,2023-11-11T04:00:00-08:00,2023-11-13T21:00:00-08:00,25,ds_apm25h01_bc_B65,2023-11-11T20:05:24.955349600-08:00
Yosemite,37.7959,-119.6494,2023-11-11T04:00:00-08:00,2023-11-13T22:00:00-08:00,16,ds_apm25h01_bc_B66,2023-11-11T20:05:41.685120-08:00
Los Angeles,33.948,-118.2567,2023-11-11T04:00:00-08:00,2023-11-13T22:00:00-08:00,24,ds_apm25h01_bc_B66,2023-11-11T20:05:16.065896100-08:00
48 miles E of Fresno,36.7,-119.04,2023-11-11T04:00:00-08:00,2023-11-13T22:00:00-08:00,21,ds_apm25h01_bc_B66,2023-11-11T20:05:24.955349600-08:00
Yosemite,37.7959,-119.6494,2023-11-11T04:00:00-08:00,2023-11-13T23:00:00-08:00,9,ds_apm25h01_bc_B67,2023-11-11T20:05:41.685120-08:00
Los Angeles,33.948,-118.2567,2023-11-11T04:00:00-08:00,2023-11-13T23:00:00-08:00,25,ds_apm25h01_bc_B67,2023-11-11T20:05:16.065896100-08:00
48 miles E of Fresno,36.7,-119.04,2023-11-11T04:00:00-08:00,2023-11-13T23:00:00-08:00,33,ds_apm25h01_bc_B67,2023-11-11T20:05:24.955349600-08:00
Yosemite,37.7959,-119.6494,2023-11-11T04:00:00-08:00,2023-11-14T00:00:00-08:00,9,ds_apm25h01_bc_B68,2023-11-11T20:05:41.685120-08:00
Los Angeles,33.948,-118.2567,2023-11-11T04:00:00-08:00,2023-11-14T00:00:00-08:00,29,ds_apm25h01_bc_B68,2023-11-11T20:05:16.065896100-08:00
48 miles E of Fresno,36.7,-119.04,2023-11-11T04:00:00-08:00,2023-11-14T00:00:00-08:00,57,ds_apm25h01_bc_B68,2023-11-11T20:05:24.955349600-08:00
Yosemite,37.7959,-119.6494,2023-11-11T04:00:00-08:00,2023-11-14T01:00:00-08:00,7,ds_apm25h01_bc_B69,2023-11-11T20:05:41.685120-08:00
Los Angeles,33.948,-118.2567,2023-11-11T04:00:00-08:00,2023-11-14T01:00:00-08:00,32,ds_apm25h01_bc_B69,2023-11-11T20:05:16.065896100-08:00
48 miles E of Fresno,36.7,-119.04,2023-11-11T04:00:00-08:00,2023-11-14T01:00:00-08:00,56,ds_apm25h01_bc_B69,2023-11-11T20:05:24.955349600-08:00
Yosemite,37.7959,-119.6494,2023-11-11T04:00:00-08:00,2023-11-14T02:00:00-08:00,5,ds_apm25h01_bc_B70,2023-11-11T20:05:41.685120-08:00
Los Angeles,33.948,-118.2567,2023-11-11T04:00:00-08:00,2023-11-14T02:00:00-08:00,37,ds_apm25h01_bc_B70,2023-11-11T20:05:16.065896100-08:00
48 miles E of Fresno,36.7,-119.04,2023-11-11T04:00:00-08:00,2023-11-14T02:00:00-08:00,41,ds_apm25h01_bc_B70,2023-11-11T20:05:24.955349600-08:00
Yosemite,37.7959,-119.6494,2023-11-11T04:00:00-08:00,2023-11-14T03:00:00-08:00,2,ds_apm25h01_bc_B71,2023-11-11T20:05:41.685120-08:00
Los Angeles,33.948,-118.2567,2023-11-11T04:00:00-08:00,2023-11-14T03:00:00-08:00,36,ds_apm25h01_bc_B71,2023-11-11T20:05:16.065896100-08:00
48 miles E of Fresno,36.7,-119.04,2023-11-11T04:00:00-08:00,2023-11-14T03:00:00-08:00,41,ds_apm25h01_bc_B71,2023-11-11T20:05:24.955349600-08:00
Yosemite,37.7959,-119.6494,2023-11-11T04:00:00-08:00,2023-11-14T04:00:00-08:00,5,ds_apm25h01_bc_B72,2023-11-11T20:05:41.685120-08:00
Los Angeles,33.948,-118.2567,2023-11-11T04:00:00-08:00,2023-11-14T04:00:00-08:00,35,ds_apm25h01_bc_B72,2023-11-11T20:05:16.065896100-08:00
48 miles E of Fresno,36.7,-119.04,2023-11-11T04:00:00-08:00,2023-11-14T04:00:00-08:00,32,ds_apm25h01_bc_B72,2023-11-11T20:05:24.955349600-08:00
